id,job industry,title,company,location,type,description
95,Health Care,Metron,ECC St Gabriel Catholic Health Center,Addis Ababa,Office,"Saint Gabriel Catholic Health Center (SGCHC) is a not-for-profit nongovernmental organization owned bythe Ethiopian Catholic Church (ECC-SDCO,A.A.), and run in collaboration with Brothers of Our Lady of Lourdes or Brothers of Good Works in Ethiopia.The mission of SGCHC is to provideholistic, affordable and quality health care to all, in a compassionate and loving environment consistent with the Christian principles on which we are founded on and promoting access to health care to the less privileged and vulnerab..."
96,Purchasing and Procurem...,Operating Director(Re-Advertised),Consortium of Christian Relief and Development Association  (CCRDA ),Addis Ababa,Office,"The Consortium of Christian Relief and Development Associations (CCRDA), which was founded in May 1973, is a national umbrella organization of more than 496 national and international organizations operating in Ethiopia. CCRDA member organizations are engaged in various development activities, including agriculture and food security, rural development, health, water and sanitation, urban development, environmental protection, gender mainstreaming, humanitarian responses, etc. The Consortium of Christian Relief &..."
98,Customer Service,Customer Service Officer,Dema Hope Trading PLC,Addis Ababa,Office,"Job Summary:We are looking for Customer Service Officer with a real estate experience to join our team. This role isessential in maintainingpositive client relationships, ensuringtimelypayment collections, and work as a bridge between our sales and finance team.Responsibilities:Proactively follow up on outstanding payments from clients, utilizing various communication methods (phone calls, SMS, email, letters). Maintain a consistent follow-up schedule to ensure timely payment.Compose clear and effective emails a..."
100,Engineering,Senior Office Engineer - Firew Bekele GC & WWC (Readvert),Talent Search - Ethiojobs,Addis Ababa,Office,"About the JobWe are seeking a highly experienced and detail-oriented Senior Office Engineer to join our team in Addis Ababa. The role requires over 10 years of relevant experience in civil engineering or construction management and offers a unique opportunity to be involved in critical aspects of project planning, cost analysis, reporting, and coordination. The ideal candidate will have strong technical skills in AutoCAD, Etabs, and related engineering software, with a proven ability to manage resources, track p..."
103,Natural Sciences,Light Vehicle Driver,Ethiopian Red Cross Society (ERCS),Addis Ababa,Office,"The Ethiopian Red Cross Society (ERCS) wants to recruit employees in the following vacant positions the details of which are mentioned below.About the Ethiopian Red Cross SocietyThe Ethiopian Red Cross Society (ERCS) was established in 1935 and is one of the oldest and largest humanitarian organizations in Ethiopia. ERCS providesservices to communities affected by natural and manmade disasters through the provision of emergency responses, ambulance and first aid, family reunification, essential drugs, water and ..."
108,Development and Project...,Senior Relief Officer,Ethiopian Red Cross Society (ERCS),Addis Ababa,Office,"The Ethiopian Red Cross Society (ERCS) wants to recruit employees in the following vacant positions the details of which are mentioned below.About the Ethiopian Red Cross SocietyThe Ethiopian Red Cross Society (ERCS) was established in 1935 and is one of the oldest and largest humanitarian organizations in Ethiopia. ERCS provides services to communities affected by natural and manmade disasters through the provision of emergency responses, ambulance and first aid, family reunification, essential drugs, water and..."
109,Accounting and Finance,Senior Accountant,Ethiopian Red Cross Society (ERCS),Addis Ababa,Office,"The Ethiopian Red Cross Society (ERCS) wants to recruit employees in the following vacant positions the details of which are mentioned bellow.About the Ethiopian Red Cross SocietyThe Ethiopian Red Cross Society (ERCS) was established in 1935 and is one of the oldest and largest humanitarian organizations in Ethiopia. ERCS providesservices to communities affected by natural and manmade disasters through the provision of emergency responses, ambulance and first aid, family reunification, essential drugs, water and..."
110,Development and Project...,Senior Information Management Officer,Ethiopian Red Cross Society (ERCS),Addis Ababa,Office,"The Ethiopian Red Cross Society (ERCS) wants to recruit employees in the following vacant positions the details of which are mentioned below.About the Ethiopian Red Cross SocietyThe Ethiopian Red Cross Society (ERCS) was established in 1935 and is one of the oldest and largest humanitarian organizations in Ethiopia. ERCS provides services to communities affected by natural and manmade disasters through the provision of emergency responses, ambulance and first aid, family reunification, essential drugs, water and..."
111,Sales and Marketing,Marketing Intern,Finmar Advertising and consultancy service,Addis Ababa,Office,"Job briefWe are looking for an enthusiastic marketing intern to join our marketing agency. This is a highly paid internship opportunity. The successful candidate will have duties in developing and implementing marketing strategies. As a marketing intern, you will collaborate with our marketing and sales team in all stages of marketing campaigns. This internship will help you acquire marketing skills and provide you with the opportunity to have hands on experience strategizing and implementing marketing intervent..."
112,Development and Project...,MSD ADVISOR,Mercy Corps Ethiopia,Addis Ababa,Office,"DescriptionAbout Mercy CorpsMercy Corps is powered by the belief that a better world is possible. To do this, we know our teams do their best work when they are diverse, and every team member feels that they belong. We welcome diverse backgrounds, perspectives, and skills so that we can be stronger and have long term impact.Mercy Corps has been present in Ethiopia since 2004 working to drive bold and transformative ideas, working closely with government, the private sector and civil society actors to build a mor..."
113,Banking and Insurance,Branch Manager I - for Agarfa Branch,Dashen Bank S.C,Oromia,Office,"Branch Manager I - for Agarfa BranchVacancy DetailsVacancy Number: DB_EX/HD/005/25Vacancy Posting End Date: 03/07/2025Job SummaryThe Branch Manager will plan, organize, lead, and control the banking activities of a branch office. S/he will ensure that operating procedures, rules, and code of practices of the Bank and regulators directives and country law are adhered to by all staff. S/he will also coordinate the sales/business development efforts of the branch.The Branch manager will also lead the customer servi..."
115,Human Resource and Recr...,Specialist Human Resource Management,Ethiopian Commodity Exchange,Addis Ababa,Office,"VACANCY ANNOUNCEMENT No. 17 2024/2025(External)The vision of ECX is to become a leading and dynamic African Exchange of choice. ECX has a mission to provide a modern, efficient, transparent and reliable market platform and warehousing service through the adaptation of technology, excellence in innovation, and integrity. The ECX is a unique partnership of market actors, the Members of the Exchange, and its main promoter, the Government of Ethiopia. ECX represents the future of Ethiopia, bringing integrity, securi..."
116,Social Sciences and Com...,Project Officer – Community Level,Willows International,Not Specified,Office,"BackgroundSince its establishment in 1997, Willows International (WI) has developed a client management system—known as the Willows Box System—that strengthens the performance of community-level health care providers. The system enables tailored, timely delivery of information, services, referrals, and follow-ups, particularly focusing on women’s reproductive choices. To date, over two million women and their partners have benefited from WI’s support in making informed decisions about family planning and sexual ..."
